publication,date,headline,ideology_score,ideology_confidence,sentiment_score,sentiment_confidence,emotionality,topic_area,ideology_baseline,ideology_numeric,ideology_baseline_confidence,sentiment_pos,sentiment_neg,sentiment_neu,year,month,quarter
Washington Post,2016-09-06,Voting Rights Act Protections Weakened by Court Rulings,left,0.45835863666958154,-0.3182,0.3182,0.3182,social_issues,left,-1.0,0.45835863666958154,0.0,0.247,0.753,2016,2016-09,2016Q3
New York Times,2016-09-07,Investigating the Roots of the January 6 Capitol Breach Amid Growing Concerns,right,0.4855826322228176,0.1779,0.1779,0.1779,other,right,1.0,0.4855826322228176,0.134,0.0,0.866,2016,2016-09,2016Q3
Fox News,2016-09-07,Religious Liberty Under Siege From Radical Left Sources Say,left,0.49605840542855467,0.5267,0.5267,0.5267,foreign_policy,left,-1.0,0.49605840542855467,0.298,0.0,0.702,2016,2016-09,2016Q3
New York Times,2016-09-07,Mental Health Crisis Among Young Americans Deepens Sources Say,left,0.7283306837415959,-0.6249,0.6249,0.6249,healthcare,left,-1.0,0.7283306837415959,0.0,0.339,0.661,2016,2016-09,2016Q3
Washington Post,2016-09-07,Education Gaps Widen as Pandemic Disrupts Learning,left,0.4627316734990118,0.0,0.0,0.0,healthcare,left,-1.0,0.4627316734990118,0.0,0.0,1.0,2016,2016-09,2016Q3
New York Times,2016-09-07,Global Supply Chain Disruptions Reshape the Economy as Tensions Rise,center,0.3883526717397246,-0.6249,0.6249,0.6249,economy,center,0.0,0.3883526717397246,0.0,0.389,0.611,2016,2016-09,2016Q3
New York Times,2016-09-07,Tech Giants Wield Unprecedented Power Over Public Discourse (Updated),right,0.49430322150721884,0.0,0.0,0.0,technology,right,1.0,0.49430322150721884,0.0,0.0,1.0,2016,2016-09,2016Q3
Washington Post,2016-09-08,Tech Regulation Stalls as Industry Influence Grows,right,0.40134502166146846,0.0,0.0,0.0,technology,right,1.0,0.40134502166146846,0.0,0.0,1.0,2016,2016-09,2016Q3
New York Times,2016-09-08,Climate Scientists Issue Urgent Warning on Tipping Points Amid Growing Concerns,left,0.47573814608556136,0.0258,0.0258,0.0258,climate,left,-1.0,0.47573814608556136,0.252,0.173,0.576,2016,2016-09,2016Q3
CNN,2016-09-08,Economy Shows Signs of Recovery Amid Pandemic,left,0.5108838616022704,0.0,0.0,0.0,economy,left,-1.0,0.5108838616022704,0.0,0.0,1.0,2016,2016-09,2016Q3
New York Times,2016-09-08,How Misinformation Became a Public Health Crisis | Opinion,left,0.5226255725908933,-0.7506,0.7506,0.7506,healthcare,left,-1.0,0.5226255725908933,0.0,0.478,0.522,2016,2016-09,2016Q3
Fox News,2016-09-08,Hunter Biden Laptop Scandal Media Coverup Exposed,right,0.7392577384257176,-0.4939,0.4939,0.4939,politics,right,1.0,0.7392577384257176,0.0,0.457,0.543,2016,2016-09,2016Q3
New York Times,2016-09-09,How Misinformation Became a Public Health Crisis,left,0.4909180618641479,-0.7506,0.7506,0.7506,healthcare,left,-1.0,0.4909180618641479,0.0,0.561,0.439,2016,2016-09,2016Q3
Fox News,2016-09-09,Inflation Surge Threatens American Families Amid Growing Concerns,left,0.44551648160742585,-0.2263,0.2263,0.2263,economy,left,-1.0,0.44551648160742585,0.165,0.252,0.583,2016,2016-09,2016Q3
Washington Post,2016-09-09,Global Democracy in Retreat as Authoritarianism Rises,left,0.4588269331311418,0.2023,0.2023,0.2023,other,left,-1.0,0.4588269331311418,0.231,0.0,0.769,2016,2016-09,2016Q3
Fox News,2016-09-09,Cancel Culture Claims Another Victim | Opinion,right,0.6099064567113122,-0.4767,0.4767,0.4767,technology,right,1.0,0.6099064567113122,0.0,0.451,0.549,2016,2016-09,2016Q3
Washington Post,2016-09-09,Wealth Gap Between Richest and Poorest Americans Hits Record Amid Growing Concerns,left,0.5186186009359323,0.5859,0.5859,0.5859,other,left,-1.0,0.5186186009359323,0.419,0.177,0.404,2016,2016-09,2016Q3
Fox News,2016-09-09,Hunter Biden Laptop Scandal Media Coverup Exposed,right,0.7392577384257176,-0.4939,0.4939,0.4939,politics,right,1.0,0.7392577384257176,0.0,0.457,0.543,2016,2016-09,2016Q3
Fox News,2016-09-09,Democrats' Spending Spree Will Bankrupt America,right,0.38892291314834426,-0.5574,0.5574,0.5574,politics,right,1.0,0.38892291314834426,0.0,0.419,0.581,2016,2016-09,2016Q3
Washington Post,2016-09-10,How Disinformation Campaigns Are Eroding Public Trust as Tensions Rise,left,0.48401092915450794,0.1531,0.1531,0.1531,politics,left,-1.0,0.48401092915450794,0.236,0.193,0.571,2016,2016-09,2016Q3
Washington Post,2016-09-10,Wealth Gap Between Richest and Poorest Americans Hits Record,left,0.5207362933528115,0.4767,0.4767,0.4767,other,left,-1.0,0.5207362933528115,0.41,0.217,0.373,2016,2016-09,2016Q3
Washington Post,2016-09-11,Investigation: Corporate Lobbying Undermines Environmental Rules | Opinion,left,0.5509498788428469,-0.4019,0.4019,0.4019,climate,left,-1.0,0.5509498788428469,0.0,0.381,0.619,2016,2016-09,2016Q3
CNN,2016-09-11,Biden Administration Announces New Climate Targets as Tensions Rise,left,0.5838257907828995,-0.4019,0.4019,0.4019,politics,left,-1.0,0.5838257907828995,0.0,0.252,0.748,2016,2016-09,2016Q3
Fox News,2016-09-11,Americans Fed Up With Rising Gas Prices Under Biden,left,0.382546840360466,0.0,0.0,0.0,politics,left,-1.0,0.382546840360466,0.0,0.0,1.0,2016,2016-09,2016Q3
New York Times,2016-09-11,The Pandemic Changed How Americans Work. There's No Going Back. Sources Say,left,0.8849833625386705,-0.296,0.296,0.296,healthcare,left,-1.0,0.8849833625386705,0.0,0.167,0.833,2016,2016-09,2016Q3
Fox News,2016-09-11,Biden's Border Crisis Reaches New Heights | Opinion,right,0.5406306942623446,-0.5994,0.5994,0.5994,politics,right,1.0,0.5406306942623446,0.106,0.363,0.531,2016,2016-09,2016Q3
CNN,2016-09-12,Tech Giants Face Antitrust Scrutiny as Tensions Rise,center,0.5058727299732162,-0.4019,0.4019,0.4019,technology,center,0.0,0.5058727299732162,0.0,0.278,0.722,2016,2016-09,2016Q3
CNN,2016-09-12,January 6 Committee Releases Damning Findings - Report,right,0.6158249724196673,-0.34,0.34,0.34,other,right,1.0,0.6158249724196673,0.0,0.255,0.745,2016,2016-09,2016Q3
Fox News,2016-09-12,Biden's Border Crisis Reaches New Heights (Updated),right,0.5206562882092726,-0.5994,0.5994,0.5994,politics,right,1.0,0.5206562882092726,0.117,0.398,0.485,2016,2016-09,2016Q3
Washington Post,2016-09-12,How Disinformation Campaigns Are Eroding Public Trust in Latest Development,left,0.3978336641805502,0.5106,0.5106,0.5106,politics,left,-1.0,0.3978336641805502,0.268,0.0,0.732,2016,2016-09,2016Q3
Fox News,2016-09-12,Law Enforcement Officers Demoralized by Defund Movement,left,0.4819585115429098,-0.3818,0.3818,0.3818,foreign_policy,left,-1.0,0.4819585115429098,0.0,0.302,0.698,2016,2016-09,2016Q3
Fox News,2016-09-12,Trump Rally Draws Massive Crowds Across Nation in Latest Development,right,0.5664782529920058,0.0,0.0,0.0,politics,right,1.0,0.5664782529920058,0.0,0.0,1.0,2016,2016-09,2016Q3
Washington Post,2016-09-12,Voting Rights Act Protections Weakened by Court Rulings Amid Growing Concerns,left,0.49066724354739616,-0.1531,0.1531,0.1531,social_issues,left,-1.0,0.49066724354739616,0.131,0.177,0.692,2016,2016-09,2016Q3
Washington Post,2016-09-13,Fact Checker: Political Claims on Immigration Miss the Mark in Latest Development,left,0.4583293896262421,-0.1531,0.1531,0.1531,politics,left,-1.0,0.4583293896262421,0.0,0.127,0.873,2016,2016-09,2016Q3
Washington Post,2016-09-13,Inside the Battle for the Future of the Republican Party,left,0.7133277187780193,0.0258,0.0258,0.0258,politics,left,-1.0,0.7133277187780193,0.203,0.195,0.602,2016,2016-09,2016Q3
Washington Post,2016-09-13,Analysis: Democracy Faces Its Greatest Test in Decades (Updated),left,0.5897931318840139,0.6369,0.6369,0.6369,other,left,-1.0,0.5897931318840139,0.344,0.0,0.656,2016,2016-09,2016Q3
CNN,2016-09-13,Infrastructure Bill Passes After Months of Negotiations Amid Growing Concerns,left,0.575968074050753,0.1779,0.1779,0.1779,other,left,-1.0,0.575968074050753,0.159,0.0,0.841,2016,2016-09,2016Q3
CNN,2016-09-13,Democrats Push for Expanded Social Safety Net as Tensions Rise,left,0.5288836510254166,0.0258,0.0258,0.0258,politics,left,-1.0,0.5288836510254166,0.207,0.2,0.593,2016,2016-09,2016Q3
New York Times,2016-09-13,The Widening Political Divide: Can America Find Common Ground? | Opinion,right,0.4249120660727057,0.0,0.0,0.0,politics,right,1.0,0.4249120660727057,0.0,0.0,1.0,2016,2016-09,2016Q3
CNN,2016-09-14,Economy Shows Signs of Recovery Amid Pandemic Sources Say,left,0.7090855168597548,0.0,0.0,0.0,economy,left,-1.0,0.7090855168597548,0.0,0.0,1.0,2016,2016-09,2016Q3
Washington Post,2016-09-14,Tech Regulation Stalls as Industry Influence Grows,right,0.40134502166146846,0.0,0.0,0.0,technology,right,1.0,0.40134502166146846,0.0,0.0,1.0,2016,2016-09,2016Q3
New York Times,2016-09-14,Investigating the Roots of the January 6 Capitol Breach in Latest Development,right,0.5814861397009312,0.0,0.0,0.0,other,right,1.0,0.5814861397009312,0.0,0.0,1.0,2016,2016-09,2016Q3
Fox News,2016-09-14,Trump Rally Draws Massive Crowds Across Nation in Latest Development,right,0.5664782529920058,0.0,0.0,0.0,politics,right,1.0,0.5664782529920058,0.0,0.0,1.0,2016,2016-09,2016Q3
Fox News,2016-09-14,Law Enforcement Officers Demoralized by Defund Movement,left,0.4819585115429098,-0.3818,0.3818,0.3818,foreign_policy,left,-1.0,0.4819585115429098,0.0,0.302,0.698,2016,2016-09,2016Q3
Washington Post,2016-09-15,How Gerrymandering Threatens Fair Representation,left,0.5372268544126743,-0.0772,0.0772,0.0772,technology,left,-1.0,0.5372268544126743,0.291,0.329,0.38,2016,2016-09,2016Q3
Washington Post,2016-09-15,Global Democracy in Retreat as Authoritarianism Rises Amid Growing Concerns,left,0.45933094783374906,0.3612,0.3612,0.3612,other,left,-1.0,0.45933094783374906,0.304,0.0,0.696,2016,2016-09,2016Q3
Fox News,2016-09-15,Americans Fed Up With Rising Gas Prices Under Biden | Opinion,left,0.4139941653601982,0.0,0.0,0.0,politics,left,-1.0,0.4139941653601982,0.0,0.0,1.0,2016,2016-09,2016Q3
New York Times,2016-09-15,The Rise of Political Violence Threatens Democratic Norms in Latest Development,left,0.48970536104872575,-0.7717,0.7717,0.7717,politics,left,-1.0,0.48970536104872575,0.0,0.427,0.573,2016,2016-09,2016Q3
Fox News,2016-09-15,Illegal Immigration Costs Taxpayers Billions,right,0.655824989803309,-0.5574,0.5574,0.5574,economy,right,1.0,0.655824989803309,0.0,0.474,0.526,2016,2016-09,2016Q3
New York Times,2016-09-16,Global Supply Chain Disruptions Reshape the Economy as Tensions Rise,center,0.3883526717397246,-0.6249,0.6249,0.6249,economy,center,0.0,0.3883526717397246,0.0,0.389,0.611,2016,2016-09,2016Q3
Washington Post,2016-09-16,Investigation: Corporate Lobbying Undermines Environmental Rules - Report,right,0.4254607907949722,-0.4019,0.4019,0.4019,climate,right,1.0,0.4254607907949722,0.0,0.381,0.619,2016,2016-09,2016Q3
Fox News,2016-09-16,Parents Fight Back Against Critical Race Theory in Schools (Updated),left,0.5910617646398592,-0.5994,0.5994,0.5994,education,left,-1.0,0.5910617646398592,0.0,0.38,0.62,2016,2016-09,2016Q3
Washington Post,2016-09-16,Investigation: Corporate Lobbying Undermines Environmental Rules,left,0.5591459147607054,-0.4019,0.4019,0.4019,climate,left,-1.0,0.5591459147607054,0.0,0.481,0.519,2016,2016-09,2016Q3
New York Times,2016-09-16,Mental Health Crisis Among Young Americans Deepens (Updated),left,0.5045719664239439,-0.6249,0.6249,0.6249,healthcare,left,-1.0,0.5045719664239439,0.0,0.369,0.631,2016,2016-09,2016Q3
Washington Post,2016-09-17,Voting Rights Act Protections Weakened by Court Rulings - Report,center,0.456473712810945,-0.3182,0.3182,0.3182,social_issues,center,0.0,0.456473712810945,0.0,0.204,0.796,2016,2016-09,2016Q3
Fox News,2016-09-17,Democrats' Spending Spree Will Bankrupt America,right,0.38892291314834426,-0.5574,0.5574,0.5574,politics,right,1.0,0.38892291314834426,0.0,0.419,0.581,2016,2016-09,2016Q3
New York Times,2016-09-17,The Rise of Political Violence Threatens Democratic Norms | Opinion,left,0.5727294956257852,-0.7717,0.7717,0.7717,politics,left,-1.0,0.5727294956257852,0.0,0.456,0.544,2016,2016-09,2016Q3
Fox News,2016-09-17,Inflation Surge Threatens American Families Amid Growing Concerns,left,0.44551648160742585,-0.2263,0.2263,0.2263,economy,left,-1.0,0.44551648160742585,0.165,0.252,0.583,2016,2016-09,2016Q3
New York Times,2016-09-17,Inside the Growing Movement to Restrict Abortion Access (Updated),left,0.7196244967580457,-0.2263,0.2263,0.2263,social_issues,left,-1.0,0.7196244967580457,0.15,0.23,0.619,2016,2016-09,2016Q3
CNN,2016-09-17,Deadly Shooting Highlights Gun Control Debate | Opinion,left,0.607806829673972,-0.34,0.34,0.34,crime,left,-1.0,0.607806829673972,0.0,0.255,0.745,2016,2016-09,2016Q3
Washington Post,2016-09-18,The Quiet Crisis: How Climate Change Is Reshaping American Cities Sources Say,left,0.7140334985306996,-0.6249,0.6249,0.6249,climate,left,-1.0,0.7140334985306996,0.0,0.272,0.728,2016,2016-09,2016Q3
CNN,2016-09-18,Trump Administration Faces Backlash Over Immigration Policy as Tensions Rise,center,0.42764820813151133,-0.4019,0.4019,0.4019,politics,center,0.0,0.42764820813151133,0.0,0.231,0.769,2016,2016-09,2016Q3
Fox News,2016-09-18,Small Business Owners Crushed by New Regulations in Latest Development,right,0.4749149917730737,-0.4215,0.4215,0.4215,economy,right,1.0,0.4749149917730737,0.0,0.237,0.763,2016,2016-09,2016Q3
Fox News,2016-09-18,Cancel Culture Claims Another Victim,right,0.563311341568477,-0.4767,0.4767,0.4767,technology,right,1.0,0.563311341568477,0.0,0.577,0.423,2016,2016-09,2016Q3
Washington Post,2016-09-18,Wealth Gap Between Richest and Poorest Americans Hits Record,left,0.5207362933528115,0.4767,0.4767,0.4767,other,left,-1.0,0.5207362933528115,0.41,0.217,0.373,2016,2016-09,2016Q3
CNN,2016-09-18,Supreme Court Rules on Landmark Voting Rights Case,left,0.578250563785024,0.5994,0.5994,0.5994,social_issues,left,-1.0,0.578250563785024,0.45,0.0,0.55,2016,2016-09,2016Q3
Washington Post,2016-09-19,Pentagon Papers for a New Era: Government Secrecy Examined Amid Growing Concerns,left,0.50775765218357,0.1779,0.1779,0.1779,other,left,-1.0,0.50775765218357,0.134,0.0,0.866,2016,2016-09,2016Q3
Washington Post,2016-09-19,Police Reform Measures Face Resistance in State Legislatures in Latest Development,left,0.4856858363489626,0.0,0.0,0.0,crime,left,-1.0,0.4856858363489626,0.0,0.0,1.0,2016,2016-09,2016Q3
Fox News,2016-09-19,Cancel Culture Claims Another Victim - Report,right,0.6426803166758217,-0.4767,0.4767,0.4767,technology,right,1.0,0.6426803166758217,0.0,0.451,0.549,2016,2016-09,2016Q3
CNN,2016-09-20,Biden Administration Announces New Climate Targets Sources Say,left,0.7477795965181979,0.0,0.0,0.0,politics,left,-1.0,0.7477795965181979,0.0,0.0,1.0,2016,2016-09,2016Q3
CNN,2016-09-20,Infrastructure Bill Passes After Months of Negotiations,left,0.6058092263933075,0.0,0.0,0.0,other,left,-1.0,0.6058092263933075,0.0,0.0,1.0,2016,2016-09,2016Q3
CNN,2016-09-20,Tech Giants Face Antitrust Scrutiny (Updated),center,0.4118168651542178,0.0,0.0,0.0,technology,center,0.0,0.4118168651542178,0.0,0.0,1.0,2016,2016-09,2016Q3
CNN,2016-09-20,January 6 Committee Releases Damning Findings in Latest Development,right,0.6142185236239184,-0.34,0.34,0.34,other,right,1.0,0.6142185236239184,0.0,0.231,0.769,2016,2016-09,2016Q3
New York Times,2016-09-20,Inside the Growing Movement to Restrict Abortion Access (Updated),left,0.7196244967580457,-0.2263,0.2263,0.2263,social_issues,left,-1.0,0.7196244967580457,0.15,0.23,0.619,2016,2016-09,2016Q3
Washington Post,2016-09-21,Police Reform Measures Face Resistance in State Legislatures Sources Say,left,0.7650611843076092,0.0,0.0,0.0,crime,left,-1.0,0.7650611843076092,0.0,0.0,1.0,2016,2016-09,2016Q3
Fox News,2016-09-21,Cancel Culture Claims Another Victim - Report,right,0.6426803166758217,-0.4767,0.4767,0.4767,technology,right,1.0,0.6426803166758217,0.0,0.451,0.549,2016,2016-09,2016Q3
Washington Post,2016-09-21,Global Democracy in Retreat as Authoritarianism Rises as Tensions Rise,left,0.5099755546690226,-0.2263,0.2263,0.2263,other,left,-1.0,0.5099755546690226,0.144,0.216,0.64,2016,2016-09,2016Q3
Washington Post,2016-09-21,The Filibuster Debate: What's Really at Stake as Tensions Rise,left,0.6214883798797453,-0.4019,0.4019,0.4019,other,left,-1.0,0.6214883798797453,0.0,0.231,0.769,2016,2016-09,2016Q3
New York Times,2016-09-21,Immigration Reform Remains Elusive Despite Bipartisan Support Sources Say,left,0.7657601022442452,-0.3089,0.3089,0.3089,politics,left,-1.0,0.7657601022442452,0.0,0.22,0.78,2016,2016-09,2016Q3
Fox News,2016-09-21,Second Amendment Rights Under Attack by Democrats Sources Say,left,0.6643074409622596,-0.4767,0.4767,0.4767,politics,left,-1.0,0.6643074409622596,0.0,0.279,0.721,2016,2016-09,2016Q3
CNN,2016-09-21,Supreme Court Rules on Landmark Voting Rights Case Amid Growing Concerns,left,0.5664351802740403,0.6808,0.6808,0.6808,social_issues,left,-1.0,0.5664351802740403,0.452,0.0,0.548,2016,2016-09,2016Q3
CNN,2016-09-21,COVID-19 Vaccine Rollout Faces Distribution Challenges | Opinion,right,0.5709341441105806,0.0772,0.0772,0.0772,healthcare,right,1.0,0.5709341441105806,0.157,0.0,0.843,2016,2016-09,2016Q3
CNN,2016-09-21,Trump Administration Faces Backlash Over Immigration Policy (Updated),left,0.33891477311345714,0.0,0.0,0.0,politics,left,-1.0,0.33891477311345714,0.0,0.0,1.0,2016,2016-09,2016Q3
Washington Post,2016-09-21,Analysis: Democracy Faces Its Greatest Test in Decades - Report,left,0.4801159133481898,0.6369,0.6369,0.6369,other,left,-1.0,0.4801159133481898,0.318,0.0,0.682,2016,2016-09,2016Q3
Fox News,2016-09-22,Trump Rally Draws Massive Crowds Across Nation,right,0.4768137746119572,0.0,0.0,0.0,politics,right,1.0,0.4768137746119572,0.0,0.0,1.0,2016,2016-09,2016Q3
New York Times,2016-09-22,The Pandemic Changed How Americans Work. There's No Going Back. - Report,left,0.6186142282868894,-0.296,0.296,0.296,healthcare,left,-1.0,0.6186142282868894,0.0,0.167,0.833,2016,2016-09,2016Q3
Fox News,2016-09-22,Small Business Owners Crushed by New Regulations in Latest Development,right,0.4749149917730737,-0.4215,0.4215,0.4215,economy,right,1.0,0.4749149917730737,0.0,0.237,0.763,2016,2016-09,2016Q3
Washington Post,2016-09-22,Fact Checker: Political Claims on Immigration Miss the Mark - Report,left,0.39083010072841573,-0.1531,0.1531,0.1531,politics,left,-1.0,0.39083010072841573,0.0,0.138,0.862,2016,2016-09,2016Q3
New York Times,2016-09-22,How Misinformation Became a Public Health Crisis,left,0.4909180618641479,-0.7506,0.7506,0.7506,healthcare,left,-1.0,0.4909180618641479,0.0,0.561,0.439,2016,2016-09,2016Q3
CNN,2016-09-22,Tech Giants Face Antitrust Scrutiny,center,0.5249018058071586,0.0,0.0,0.0,technology,center,0.0,0.5249018058071586,0.0,0.0,1.0,2016,2016-09,2016Q3
Fox News,2016-09-23,Law Enforcement Officers Demoralized by Defund Movement (Updated),right,0.49601315005251484,-0.3818,0.3818,0.3818,foreign_policy,right,1.0,0.49601315005251484,0.0,0.271,0.729,2016,2016-09,2016Q3
New York Times,2016-09-23,The Rise of Political Violence Threatens Democratic Norms Amid Growing Concerns,left,0.5485527870584699,-0.7184,0.7184,0.7184,politics,left,-1.0,0.5485527870584699,0.104,0.409,0.488,2016,2016-09,2016Q3
Washington Post,2016-09-23,Investigation: Corporate Lobbying Undermines Environmental Rules as Tensions Rise,left,0.5909653350911178,-0.6597,0.6597,0.6597,climate,left,-1.0,0.5909653350911178,0.0,0.516,0.484,2016,2016-09,2016Q3
Fox News,2016-09-23,Law Enforcement Officers Demoralized by Defund Movement Amid Growing Concerns,left,0.47346151846249657,-0.2263,0.2263,0.2263,foreign_policy,left,-1.0,0.47346151846249657,0.138,0.211,0.65,2016,2016-09,2016Q3
CNN,2016-09-23,Healthcare Reform Battle Heats Up in Congress Amid Growing Concerns,left,0.563455974364727,-0.2263,0.2263,0.2263,politics,left,-1.0,0.563455974364727,0.138,0.211,0.65,2016,2016-09,2016Q3
CNN,2016-09-23,COVID-19 Vaccine Rollout Faces Distribution Challenges | Opinion,right,0.5709341441105806,0.0772,0.0772,0.0772,healthcare,right,1.0,0.5709341441105806,0.157,0.0,0.843,2016,2016-09,2016Q3
Fox News,2016-09-23,Cancel Culture Claims Another Victim as Tensions Rise,right,0.4070732740271813,-0.7003,0.7003,0.7003,technology,right,1.0,0.4070732740271813,0.0,0.576,0.424,2016,2016-09,2016Q3
Fox News,2016-09-23,Biden's Border Crisis Reaches New Heights as Tensions Rise,left,0.36028106996462955,-0.765,0.765,0.765,politics,left,-1.0,0.36028106996462955,0.086,0.486,0.429,2016,2016-09,2016Q3
Washington Post,2016-09-24,Police Reform Measures Face Resistance in State Legislatures - Report,left,0.44737679538789543,0.0,0.0,0.0,crime,left,-1.0,0.44737679538789543,0.0,0.0,1.0,2016,2016-09,2016Q3
New York Times,2016-09-24,The Struggle for Affordable Housing in America's Cities Amid Growing Concerns,left,0.45731412160594664,-0.1531,0.1531,0.1531,other,left,-1.0,0.45731412160594664,0.131,0.177,0.692,2016,2016-09,2016Q3
CNN,2016-09-24,Gun Violence Epidemic Sparks Renewed Calls for Action,left,0.45208439481770346,-0.7579,0.7579,0.7579,crime,left,-1.0,0.45208439481770346,0.0,0.52,0.48,2016,2016-09,2016Q3
New York Times,2016-09-24,How Misinformation Became a Public Health Crisis,left,0.4909180618641479,-0.7506,0.7506,0.7506,healthcare,left,-1.0,0.4909180618641479,0.0,0.561,0.439,2016,2016-09,2016Q3
Washington Post,2016-09-24,Investigation: Corporate Lobbying Undermines Environmental Rules Sources Say,left,0.7755448104235679,-0.4019,0.4019,0.4019,climate,left,-1.0,0.7755448104235679,0.0,0.381,0.619,2016,2016-09,2016Q3
New York Times,2016-09-24,Rural America Faces a Growing Healthcare Desert Amid Growing Concerns,left,0.42704487622973697,0.34,0.34,0.34,healthcare,left,-1.0,0.42704487622973697,0.298,0.0,0.702,2016,2016-09,2016Q3
Washington Post,2016-09-25,How Gerrymandering Threatens Fair Representation - Report,left,0.3494172092691362,-0.0772,0.0772,0.0772,technology,left,-1.0,0.3494172092691362,0.232,0.263,0.505,2016,2016-09,2016Q3
CNN,2016-09-25,Democrats Push for Expanded Social Safety Net in Latest Development,right,0.43185237491628437,0.4215,0.4215,0.4215,politics,right,1.0,0.43185237491628437,0.237,0.0,0.763,2016,2016-09,2016Q3
CNN,2016-09-25,COVID-19 Vaccine Rollout Faces Distribution Challenges Sources Say,left,0.3599942010473013,0.0772,0.0772,0.0772,healthcare,left,-1.0,0.3599942010473013,0.157,0.0,0.843,2016,2016-09,2016Q3
Washington Post,2016-09-25,Voting Rights Act Protections Weakened by Court Rulings in Latest Development,left,0.4308320878617029,-0.3182,0.3182,0.3182,social_issues,left,-1.0,0.4308320878617029,0.0,0.187,0.813,2016,2016-09,2016Q3
Washington Post,2016-09-26,Fact Checker: Political Claims on Immigration Miss the Mark,left,0.5502056638094783,-0.1531,0.1531,0.1531,politics,left,-1.0,0.5502056638094783,0.0,0.167,0.833,2016,2016-09,2016Q3
Fox News,2016-09-26,Illegal Immigration Costs Taxpayers Billions,right,0.655824989803309,-0.5574,0.5574,0.5574,economy,right,1.0,0.655824989803309,0.0,0.474,0.526,2016,2016-09,2016Q3
CNN,2016-09-26,Infrastructure Bill Passes After Months of Negotiations in Latest Development,left,0.5032769048362163,0.0,0.0,0.0,other,left,-1.0,0.5032769048362163,0.0,0.0,1.0,2016,2016-09,2016Q3
New York Times,2016-09-26,The Widening Political Divide: Can America Find Common Ground? (Updated),right,0.41681357549597814,0.0,0.0,0.0,politics,right,1.0,0.41681357549597814,0.0,0.0,1.0,2016,2016-09,2016Q3
CNN,2016-09-26,COVID-19 Vaccine Rollout Faces Distribution Challenges,right,0.495271070632044,0.0772,0.0772,0.0772,healthcare,right,1.0,0.495271070632044,0.206,0.0,0.794,2016,2016-09,2016Q3
CNN,2016-09-26,Tech Giants Face Antitrust Scrutiny,center,0.5249018058071586,0.0,0.0,0.0,technology,center,0.0,0.5249018058071586,0.0,0.0,1.0,2016,2016-09,2016Q3
CNN,2016-09-27,January 6 Committee Releases Damning Findings Amid Growing Concerns,right,0.5310941606810594,-0.1779,0.1779,0.1779,other,right,1.0,0.5310941606810594,0.153,0.216,0.631,2016,2016-09,2016Q3
Fox News,2016-09-27,Second Amendment Rights Under Attack by Democrats (Updated),right,0.49380812385061407,-0.4767,0.4767,0.4767,politics,right,1.0,0.49380812385061407,0.0,0.307,0.693,2016,2016-09,2016Q3
Washington Post,2016-09-27,Inside the Battle for the Future of the Republican Party,left,0.7133277187780193,0.0258,0.0258,0.0258,politics,left,-1.0,0.7133277187780193,0.203,0.195,0.602,2016,2016-09,2016Q3
Washington Post,2016-09-27,Pentagon Papers for a New Era: Government Secrecy Examined,left,0.5116993562128639,0.0,0.0,0.0,other,left,-1.0,0.5116993562128639,0.0,0.0,1.0,2016,2016-09,2016Q3
Washington Post,2016-09-27,Wealth Gap Between Richest and Poorest Americans Hits Record,left,0.5207362933528115,0.4767,0.4767,0.4767,other,left,-1.0,0.5207362933528115,0.41,0.217,0.373,2016,2016-09,2016Q3
Washington Post,2016-09-28,Investigation: Corporate Lobbying Undermines Environmental Rules,left,0.5591459147607054,-0.4019,0.4019,0.4019,climate,left,-1.0,0.5591459147607054,0.0,0.481,0.519,2016,2016-09,2016Q3
New York Times,2016-09-28,Rural America Faces a Growing Healthcare Desert - Report,center,0.42667593539012283,0.1779,0.1779,0.1779,healthcare,center,0.0,0.42667593539012283,0.175,0.0,0.825,2016,2016-09,2016Q3
Fox News,2016-09-28,Democrats' Spending Spree Will Bankrupt America | Opinion,right,0.45392772250463775,-0.5574,0.5574,0.5574,politics,right,1.0,0.45392772250463775,0.0,0.34,0.66,2016,2016-09,2016Q3
New York Times,2016-09-28,Immigration Reform Remains Elusive Despite Bipartisan Support,left,0.5796443016137922,-0.3089,0.3089,0.3089,politics,left,-1.0,0.5796443016137922,0.0,0.273,0.727,2016,2016-09,2016Q3
Fox News,2016-09-28,Religious Liberty Under Siege From Radical Left in Latest Development,right,0.6774281438469171,0.5267,0.5267,0.5267,foreign_policy,right,1.0,0.6774281438469171,0.274,0.0,0.726,2016,2016-09,2016Q3
Fox News,2016-10-01,Small Business Owners Crushed by New Regulations,right,0.3857856400708445,-0.4215,0.4215,0.4215,economy,right,1.0,0.3857856400708445,0.0,0.318,0.682,2016,2016-10,2016Q4
Fox News,2016-10-01,Illegal Immigration Costs Taxpayers Billions in Latest Development,right,0.7117549289273051,-0.5574,0.5574,0.5574,economy,right,1.0,0.7117549289273051,0.0,0.34,0.66,2016,2016-10,2016Q4
CNN,2016-10-01,Tech Giants Face Antitrust Scrutiny,center,0.5249018058071586,0.0,0.0,0.0,technology,center,0.0,0.5249018058071586,0.0,0.0,1.0,2016,2016-10,2016Q4
